Number,Name,Type,LastEruptionYear,Country,Region,EvidenceCategory,MajorRocks,MinorRocks,PopulationClose
224011,Tombel Graben,Pyroclastic cone(s),Unknown,Cameroon,Africa (western),Evidence Credible,Trachybasalt / Tephrite Basanite	Basalt / Picro-Basalt,,234623
390026,Toney Mountain,Shield,Unknown,Antarctica,Antarctica and South Sandwich Islands,Evidence Uncertain,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite	Trachyte / Trachydacite	Rhyolite,0
241080,Tongariro,Stratovolcano(es),2012,New Zealand,New Zealand,Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,286
255000,Tore,Lava cone,Unknown,Papua New Guinea,Bougainville and Solomon Islands,Evidence Credible,Andesite / Basaltic Andesite,,442
372050,Torfajokull,Stratovolcano,1477,Iceland,Iceland (southern),Eruption Observed,Rhyolite	Basalt / Picro-Basalt	Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,0
275030,Toroeng Prong,Pyroclastic cone,Unknown,Vietnam,Southeast Asia,Evidence Uncertain,Basalt / Picro-Basalt,,940
341011,"Tortuga, Isla",Shield,Unknown,Mexico,Mexico,Evidence Credible,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,0
284011,Toshima,Stratovolcano,-4550,Japan,"Izu, Volcano, and Mariana Islands",Eruption Dated,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,331
225010,"Tousside, Tarso",Stratovolcano,Unknown,Chad,Africa (northern),Evidence Credible,Trachyte / Trachydacite	Trachyandesite / Basaltic Trachyandesite	Dacite,Basalt / Picro-Basalt,0
283271,Towada,Caldera,915,Japan,Honshu,Eruption Observed,Andesite / Basaltic Andesite	Dacite	Basalt / Picro-Basalt,,12366
285030,Toya,Stratovolcano,2001,Japan,Hokkaido,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite	Dacite,,36191
257090,Traitor's Head,Stratovolcano,1881,Vanuatu,Vanuatu,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,380
357101,Tralihue,Stratovolcano,Unknown,Argentina,Central Chile and Argentina,Evidence Credible,Trachyandesite / Basaltic Trachyandesite	Basalt / Picro-Basalt,,385
290113,Tri Sestry,Stratovolcano,Unknown,Russia,Kuril Islands,Evidence Uncertain,Andesite / Basaltic Andesite,,0
312160,Trident,Stratovolcano,1974,United States,Alaska Peninsula,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,0
386010,Tristan da Cunha,Shield,1962,United Kingdom,Atlantic Ocean (southern),Eruption Observed,Trachybasalt / Tephrite Basanite	Basalt / Picro-Basalt	Trachyandesite / Basaltic Trachyandesite,Phonolite,12
360100,"Trois Pitons, Morne",Complex,920,Dominica,West Indies,Eruption Dated,Andesite / Basaltic Andesite,,29522
357081,Trolon,Lava dome(s),Unknown,Argentina,Central Chile and Argentina,Evidence Uncertain,Dacite	Andesite / Basaltic Andesite,,235
357072,Tromen,Stratovolcano(es),1822,Argentina,Central Chile and Argentina,Eruption Observed,Andesite / Basaltic Andesite	Dacite	Basalt / Picro-Basalt,,196
358011,Tronador,Stratovolcano,Unknown,Chile-Argentina,Southern Chile and Argentina,Evidence Uncertain,Andesite / Basaltic Andesite	Basalt / Picro-Basalt	Dacite,,106
320100,Tseax River Cone,Pyroclastic cone,1690,Canada,Canada,Eruption Dated,Basalt / Picro-Basalt,,0
223080,Tshibinda,Pyroclastic cone(s),Unknown,DR Congo,Africa (central),Evidence Credible,Basalt / Picro-Basalt	Foidite,,252532
214100,Tskhouk-Karckar,Pyroclastic cone(s),-3000,Armenia-Azerbaijan,Western Asia,Eruption Dated,Andesite / Basaltic Andesite	Dacite	Rhyolite,,243
355103,"Tujle, Cerro",Maar,Unknown,Chile,"Northern Chile, Bolivia and Argentina",Evidence Credible,No Data (checked),,17
221250,Tullu Moje,Pyroclastic cone,1900,Ethiopia,Africa (northeastern) and Red Sea,Eruption Observed,Rhyolite	Trachyte / Trachydacite	Basalt / Picro-Basalt,,51976
373040,Tungnafellsjokull,Stratovolcano,Unknown,Iceland,Iceland (northeastern),Evidence Credible,Basalt / Picro-Basalt	Rhyolite,,0
352080,Tungurahua,Stratovolcano,2016,Ecuador,Ecuador,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,20990
302050,Tunkin Depression,Volcanic field,Unknown,Russia,Russia (southeastern),Evidence Uncertain,Trachybasalt / Tephrite Basanite	Basalt / Picro-Basalt,,431
357010,Tupungatito,Stratovolcano,1987,Chile-Argentina,Central Chile and Argentina,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,923
345070,Turrialba,Stratovolcano,2019,Costa Rica,Costa Rica,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt	Dacite,,6867
244020,Tutuila,Tuff cone(s),440,United States,Samoan and Wallis Islands,Eruption Dated,Basalt / Picro-Basalt	Andesite / Basaltic Andesite	Trachyte / Trachydacite,,49763
354040,Tutupaca,Stratovolcano(es),1802,Peru,Peru,Eruption Observed,Andesite / Basaltic Andesite	Rhyolite	Trachyte / Trachydacite,,1125
320031,Tuya Volcanic Field,Volcanic field,Unknown,Canada,Canada,Evidence Credible,Basalt / Picro-Basalt	Foidite,,0
355150,Tuzgle,Stratovolcano,Unknown,Argentina,"Northern Chile, Bolivia and Argentina",Evidence Uncertain,Dacite	Andesite / Basaltic Andesite,,217
300540,Tuzovsky,Shield(s),Unknown,Russia,Kamchatka Peninsula,Evidence Uncertain,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,0
323160,Ubehebe Craters,Maar(s),-150,United States,USA (California),Eruption Dated,Basalt / Picro-Basalt,,94
354020,Ubinas,Stratovolcano,2019,Peru,Peru,Eruption Observed,Andesite / Basaltic Andesite	Trachyandesite / Basaltic Trachyandesite	Dacite,,1195
300241,Udina,Stratovolcano(es),Unknown,Russia,Kamchatka Peninsula,Evidence Credible,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,2
335030,Udintsev Transform,Submarine,Unknown,Undersea Features,Pacific Ocean (southern),Evidence Uncertain,No Data (checked),,0
302030,Udokan Plateau,Pyroclastic cone(s),-220,Russia,Russia (southeastern),Eruption Dated,Trachybasalt / Tephrite Basanite	Basalt / Picro-Basalt	Trachyte / Trachydacite,,12
312130,Ugashik-Peulik,Stratovolcano,1814,United States,Alaska Peninsula,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt	Dacite,,0
329010,Uinkaret Field,Volcanic field,1100,United States,USA (Arizona),Eruption Dated,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,92
300610,Uka,Shield,Unknown,Russia,Kamchatka Peninsula,Evidence Uncertain,Basalt / Picro-Basalt,,0
312131,Ukinrek Maars,Maar(s),1977,United States,Alaska Peninsula,Eruption Observed,Basalt / Picro-Basalt	Dacite,,0
300350,Uksichan,Shield,Unknown,Russia,Kamchatka Peninsula,Evidence Uncertain,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,Dacite,6
252120,Ulawun,Stratovolcano,2019,Papua New Guinea,New Britain,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,1801
311250,Uliaga,Stratovolcano,Unknown,United States,Aleutian Islands,Evidence Credible,No Data (checked),,0
306030,Ulreung,Stratovolcano,-2990,South Korea,Korea,Eruption Dated,Trachyandesite / Basaltic Trachyandesite	Phonolite,,9210
251060,Umboi,Complex,Unknown,Papua New Guinea,Northeast of New Guinea,Evidence Credible,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,Dacite,1127
263230,Ungaran,Stratovolcano,Unknown,Indonesia,Java,Evidence Credible,Trachyandesite / Basaltic Trachyandesite	Trachybasalt / Tephrite Basanite	Basalt / Picro-Basalt,,110008
255061,Unnamed,Submarine(es),Unknown,Solomon Islands,Bougainville and Solomon Islands,Evidence Credible,Andesite / Basaltic Andesite,,6
281020,Unnamed,Submarine,Unknown,Taiwan,Taiwan,Evidence Uncertain,No Data (checked),,0
281030,Unnamed,Submarine,1853,Taiwan,Taiwan,Eruption Observed,No Data (checked),,0
274050,Unnamed,Submarine,1854,Philippines,North of Luzon,Eruption Observed,No Data (checked),,214
243091,Unnamed,Submarine,2001,Tonga,Tonga Islands,Eruption Observed,Dacite,,0
243011,Unnamed,Submarine,Unknown,Tonga,Tonga Islands,Evidence Credible,Andesite / Basaltic Andesite,,0
243010,Unnamed,Submarine,1932,Tonga,Tonga Islands,Eruption Observed,No Data (checked),,0
243030,Unnamed,Submarine,2017,Tonga,Tonga Islands,Eruption Observed,No Data (checked),,0
221251,Unnamed,Fissure vent(s),Unknown,Ethiopia,Africa (northeastern) and Red Sea,Evidence Credible,Basalt / Picro-Basalt,,283786
312132,Unnamed,Lava dome,Unknown,United States,Alaska Peninsula,Evidence Credible,No Data (checked),,0
290160,Unnamed,Submarine,1972,Russia,Kuril Islands,Eruption Dated,No Data (checked),,0
290061,Unnamed,Submarine,Unknown,Japan - administered by Russia,Kuril Islands,Evidence Uncertain,No Data (checked),,0
355161,Unnamed,Pyroclastic cone,Unknown,Argentina,"Northern Chile, Bolivia and Argentina",Evidence Credible,Andesite / Basaltic Andesite,,61
390016,Unnamed,Submarine,Unknown,Antarctica,Antarctica and South Sandwich Islands,Evidence Uncertain,No Data (checked),,0
282100,Unzendake,Complex,1996,Japan,Ryukyu Islands and Kyushu,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,76424
244030,Upolu,Shield,Unknown,Samoa,Samoan and Wallis Islands,Evidence Credible,Basalt / Picro-Basalt,Andesite / Basaltic Andesite	Trachyandesite / Basaltic Trachyandesite	Trachyte / Trachydacite,13753
290191,Uratman,Stratovolcano,Unknown,Russia,Kuril Islands,Evidence Credible,Andesite / Basaltic Andesite,,9
290210,Ushishur,Caldera,1884,Russia,Kuril Islands,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,0
300261,Ushkovsky,Compound,1890,Russia,Kamchatka Peninsula,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,0
343081,Usulutan,Stratovolcano,Unknown,El Salvador,El Salvador and Honduras,Evidence Credible,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,154864
343160,Utila Island,Pyroclastic cone(s),Unknown,Honduras,El Salvador and Honduras,Evidence Credible,Basalt / Picro-Basalt,,2260
231020,"Uwayrid, Harrat",Volcanic field,640,Saudi Arabia,Middle East (southern),Eruption Dated,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite,,659
300170,Uzon,Caldera(s),200,Russia,Kamchatka Peninsula,Eruption Dated,Andesite / Basaltic Andesite	Basalt / Picro-Basalt	Dacite,,0
244000,Vailulu'u,Submarine,2003,United States,Samoan and Wallis Islands,Eruption Observed,Basalt / Picro-Basalt,,0
233015,Vakinankaratra,Pyroclastic cone(s),Unknown,Madagascar,Indian Ocean (western),Evidence Credible,Trachybasalt / Tephrite Basanite	Foidite	Andesite / Basaltic Andesite,,123192
346030,"Valle, El",Stratovolcano,Unknown,Panama,Panama,Evidence Uncertain,Dacite	Andesite / Basaltic Andesite,,7458
300121,Veer,Pyroclastic cone(s),390,Russia,Kamchatka Peninsula,Eruption Dated,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,1
312070,Veniaminof,Stratovolcano,2018,United States,Alaska Peninsula,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt	Dacite,,0
300440,Verkhovoy,Shield,Unknown,Russia,Kamchatka Peninsula,Evidence Uncertain,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,0
290370,Vernadskii Ridge,Pyroclastic cone(s),Unknown,Russia,Kuril Islands,Evidence Credible,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,2
372010,Vestmannaeyjar,Submarine,1973,Iceland,Iceland (southern),Eruption Observed,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite	Trachyandesite / Basaltic Trachyandesite,1685
211020,Vesuvius,Stratovolcano,1944,Italy,Italy,Eruption Observed,Phono-tephrite /  Tephri-phonolite	Phonolite	Trachyandesite / Basaltic Trachyandesite,,675705
253030,Victory,Stratovolcano,1935,Papua New Guinea,New Guinea and D'Entrecasteaux Islands,Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt	Dacite,96
357120,Villarrica,Stratovolcano,2019,Chile,Central Chile and Argentina,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite	Rhyolite,,1067
300083,Vilyuchik,Stratovolcano,-8050,Russia,Kamchatka Peninsula,Eruption Dated,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,1
223050,Visoke,Stratovolcano,1957,DR Congo-Rwanda,Africa (central),Eruption Observed,Trachyandesite / Basaltic Trachyandesite,,88356
300059,Visokiy,Stratovolcano,Unknown,Russia,Kamchatka Peninsula,Evidence Credible,Basalt / Picro-Basalt,,0
302040,Vitim Plateau,Pyroclastic cone(s),Unknown,Russia,Russia (southeastern),Evidence Credible,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite,Andesite / Basaltic Andesite,669
300720,Voyampolsky,Shield(s),Unknown,Russia,Kamchatka Peninsula,Evidence Uncertain,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,0
311270,Vsevidof,Stratovolcano,1878,United States,Aleutian Islands,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,0
211050,Vulcano,Stratovolcano(es),1890,Italy,Italy,Eruption Observed,Trachybasalt / Tephrite Basanite	Trachyandesite / Basaltic Trachyandesite	Trachyte / Trachydacite,,23059
211003,Vulsini,Caldera,-104,Italy,Italy,Eruption Observed,Trachyte / Trachydacite	Trachybasalt / Tephrite Basanite	Phonolite,,71789
300221,Vysoky,Stratovolcano,-550,Russia,Kamchatka Peninsula,Eruption Dated,Andesite / Basaltic Andesite	Basalt / Picro-Basalt	Dacite,,0
390024,Waesche,Shield(s),Unknown,Antarctica,Antarctica and South Sandwich Islands,Evidence Uncertain,Trachybasalt / Tephrite Basanite	Trachyandesite / Basaltic Trachyandesite	Rhyolite,,0
253040,Waiowa,Pyroclastic cone,1944,Papua New Guinea,New Guinea and D'Entrecasteaux Islands,Eruption Observed,Trachyandesite / Basaltic Trachyandesite,,338
244050,Wallis Islands,Shield(s),Unknown,France,Samoan and Wallis Islands,Evidence Credible,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite,,15214
385052,Walvis Ridge at 33°S,Submarine,2002,Undersea Features,Atlantic Ocean (central),Eruption Observed,No Data (checked),,0
324030,Wapi Lava Field,Shield,-300,United States,USA (Idaho),Eruption Dated,Basalt / Picro-Basalt,,6
283071,Washiba-Kumonotaira,Shield(s),Unknown,Japan,Honshu,Evidence Credible,Andesite / Basaltic Andesite	Dacite	Basalt / Picro-Basalt,,215
360101,"Watt, Morne",Stratovolcano(es),1997,Dominica,West Indies,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,35821
320150,Wells Gray-Clearwater,Pyroclastic cone(s),1550,Canada,Canada,Eruption Dated,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite,,716
321060,West Crater,Volcanic field,-5750,United States,USA (Washington),Eruption Dated,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,505
210010,West Eifel Volcanic Field,Maar(s),-8300,Germany,Western Europe,Eruption Dated,Foidite,Trachybasalt / Tephrite Basanite	Phonolite,94991
243130,West Mata,Submarine,2009,Tonga,Tonga Islands,Eruption Observed,Andesite / Basaltic Andesite,,0
311340,Westdahl,Stratovolcano?,1992,United States,Aleutian Islands,Eruption Observed,Basalt / Picro-Basalt	Trachyandesite / Basaltic Trachyandesite	Andesite / Basaltic Andesite,Trachyte / Trachydacite	Dacite,0
241011,Whangarei,Pyroclastic cone(s),Unknown,New Zealand,New Zealand,Evidence Uncertain,Trachybasalt / Tephrite Basanite	Basalt / Picro-Basalt,Andesite / Basaltic Andesite	Dacite	Rhyolite,51419
241040,White Island,Stratovolcano(es),2019,New Zealand,New Zealand,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,5
263270,Wilis,Stratovolcano,Unknown,Indonesia,Java,Evidence Credible,Andesite / Basaltic Andesite,,5376
252080,Witori,Caldera,2012,Papua New Guinea,New Britain,Eruption Observed,Dacite	Andesite / Basaltic Andesite	Rhyolite,Basalt / Picro-Basalt,24509
353020,Wolf,Shield,2015,Ecuador,Galapagos Islands,Eruption Observed,Basalt / Picro-Basalt,,165
315020,Wrangell,Shield,1912,United States,Alaska (eastern),Eruption Observed,Andesite / Basaltic Andesite	Dacite,,0
305030,Wudalianchi,Volcanic field,1776,China,China (eastern),Eruption Observed,Trachybasalt / Tephrite Basanite,,57885
265040,Wurlali,Stratovolcano,1892,Indonesia,Banda Sea,Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,365
283070,Yakedake,Stratovolcano(es),1995,Japan,Honshu,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,2995
212051,Yali,Lava dome(s),Unknown,Greece,Greece,Evidence Credible,Rhyolite,,499
221151,Yangudi,Complex,Unknown,Ethiopia,Africa (northeastern) and Red Sea,Evidence Credible,Rhyolite	Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite,,795
312100,Yantarni,Stratovolcano,-800,United States,Alaska Peninsula,Eruption Dated,Andesite / Basaltic Andesite	Dacite,,0
358049,Yanteles,Stratovolcano(es),-6650,Chile,Southern Chile and Argentina,Eruption Dated,Andesite / Basaltic Andesite,,85
231080,"Yar, Jabal",Volcanic field,1810,Saudi Arabia,Middle East (southern),Eruption Observed,Basalt / Picro-Basalt,,292582
257100,Yasur,Stratovolcano,2019,Vanuatu,Vanuatu,Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,6068
358022,Yate,Stratovolcano,1090,Chile,Southern Chile and Argentina,Eruption Dated,Andesite / Basaltic Andesite,,296
300021,Yavinsky,Stratovolcano,-4050,Russia,Kamchatka Peninsula,Eruption Dated,Basalt / Picro-Basalt,,595
325010,Yellowstone,Caldera(s),-1350,United States,USA (Wyoming),Eruption Dated,Rhyolite,Basalt / Picro-Basalt,0
343150,"Yojoa, Lake",Volcanic field,Unknown,Honduras,El Salvador and Honduras,Evidence Credible,Trachybasalt / Tephrite Basanite	Trachyandesite / Basaltic Trachyandesite	Trachyte / Trachydacite,,123374
282021,Yokoate-jima,Stratovolcano(es),1835,Japan,Ryukyu Islands and Kyushu,Eruption Observed,Andesite / Basaltic Andesite,,64
283031,Yokodake,Stratovolcano(es),1200,Japan,Honshu,Eruption Dated,Andesite / Basaltic Andesite	Dacite	Basalt / Picro-Basalt,,11751
282081,Yonemaru-Sumiyoshiike,Maar(s),-6200,Japan,Ryukyu Islands and Kyushu,Eruption Dated,Basalt / Picro-Basalt,,73354
285032,Yoteizan,Stratovolcano,-1050,Japan,Hokkaido,Eruption Dated,Andesite / Basaltic Andesite	Dacite,,19419
390011,Young Island,Stratovolcano,Unknown,Antarctica,Antarctica and South Sandwich Islands,Evidence Uncertain,Trachybasalt / Tephrite Basanite,,0
354050,Yucamane,Stratovolcano(es),-1320,Peru,Peru,Eruption Observed,Andesite / Basaltic Andesite,,692
282130,Yufu-Tsurumi,Lava dome(s),867,Japan,Ryukyu Islands and Kyushu,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,139722
311210,Yunaska,Shield,1937,United States,Aleutian Islands,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt	Dacite,,0
343140,"Zacate Grande, Isla",Stratovolcano,Unknown,Honduras,El Salvador and Honduras,Evidence Credible,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,11942
283190,Zaozan [Zaosan],Complex,1940,Japan,Honshu,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt	Dacite,,4681
300480,Zaozerny,Shield(s),Unknown,Russia,Kamchatka Peninsula,Evidence Uncertain,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,0
344111,Zapatera,Shield,Unknown,Nicaragua,Nicaragua,Evidence Credible,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,Dacite,2104
300124,Zavaritsky,Pyroclastic cone(s),-800,Russia,Kamchatka Peninsula,Eruption Dated,Basalt / Picro-Basalt,,0
290180,Zavaritzki Caldera,Caldera,1957,Russia,Kuril Islands,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt	Dacite,,46
390130,Zavodovski,Stratovolcano,2016,United Kingdom,Antarctica and South Sandwich Islands,Eruption Observed,Basalt / Picro-Basalt,,0
300040,Zheltovsky,Stratovolcano,1923,Russia,Kamchatka Peninsula,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,Dacite	Rhyolite,21
300120,Zhupanovsky,Compound,2016,Russia,Kamchatka Peninsula,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt	Dacite,,0
300242,Zimina,Stratovolcano(es),Unknown,Russia,Kamchatka Peninsula,Evidence Credible,Andesite / Basaltic Andesite	Dacite,,0
341061,Zitacuaro-Valle de Bravo,Caldera,-3050,Mexico,Mexico,Eruption Dated,Dacite	Andesite / Basaltic Andesite	Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite	Trachybasalt / Tephrite Basanite,231977
221020,Zubair Group,Shield,2013,Yemen,Africa (northeastern) and Red Sea,Eruption Observed,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite,,7
