Number,Name,Type,LastEruptionYear,Country,Region,EvidenceCategory,MajorRocks,MinorRocks,PopulationClose
353090,Santiago,Shield,1906,Ecuador,Galapagos Islands,Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite	Trachybasalt / Tephrite Basanite	Trachyandesite / Basaltic Trachyandesite,74
342150,"Santiago, Cerro",Volcanic field,Unknown,Guatemala,Guatemala,Evidence Credible,Basalt / Picro-Basalt,,226325
212040,Santorini,Shield(s),1950,Greece,Greece,Eruption Observed,Dacite	Andesite / Basaltic Andesite	Basalt / Picro-Basalt,Rhyolite,12266
354002,Sara Sara,Stratovolcano,Unknown,Peru,Peru,Evidence Credible,Andesite / Basaltic Andesite,,751
284192,Sarigan,Stratovolcano,Unknown,United States,"Izu, Volcano, and Mariana Islands",Evidence Credible,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,0
261131,Sarik-Gajah,Pyroclastic cone(s),Unknown,Indonesia,Sumatra,Evidence Uncertain,Andesite / Basaltic Andesite	Basalt / Picro-Basalt	Dacite,,21465
290240,Sarychev Peak,Stratovolcano,2019,Russia,Kuril Islands,Eruption Observed,Andesite / Basaltic Andesite,,143
290080,Sashiusudake [Baransky],Stratovolcano,1951,Japan - administered by Russia,Kuril Islands,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,0
390090,Saunders,Stratovolcano,2019,United Kingdom,Antarctica and South Sandwich Islands,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,0
244040,Savai'i,Shield,1911,Samoa,Samoan and Wallis Islands,Eruption Observed,Basalt / Picro-Basalt,,59
255070,Savo,Stratovolcano,1847,Solomon Islands,Bougainville and Solomon Islands,Eruption Observed,Andesite / Basaltic Andesite	Dacite,Basalt / Picro-Basalt,3200
231160,"Sawad, Harra Es-",Volcanic field,1253,Yemen,Middle East (southern),Eruption Observed,Trachybasalt / Tephrite Basanite	Basalt / Picro-Basalt,,74598
300201,Schmidt,Shield,Unknown,Russia,Kamchatka Peninsula,Evidence Credible,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,0
390050,Seal Nunataks Group,Pyroclastic cone(s),Unknown,Antarctica,Antarctica and South Sandwich Islands,Evidence Credible,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite,,0
300520,Sedankinsky,Shield,-7050,Russia,Kamchatka Peninsula,Eruption Dated,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,0
222050,Segererua Plateau,Pyroclastic cone(s),Unknown,Kenya,Africa (eastern),Evidence Credible,Basalt / Picro-Basalt	Trachyte / Trachydacite,,5211
311180,Seguam,Stratovolcano(es),1993,United States,Aleutian Islands,Eruption Observed,Andesite / Basaltic Andesite	Dacite	Basalt / Picro-Basalt,Rhyolite,0
311030,Segula,Stratovolcano,Unknown,United States,Aleutian Islands,Evidence Credible,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,0
263300,Semeru,Stratovolcano,2019,Indonesia,Java,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,8375
311060,Semisopochnoi,Stratovolcano,2019,United States,Aleutian Islands,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite	Dacite,,0
341092,Serdan-Oriental,Tuff cone(s),Unknown,Mexico,Mexico,Evidence Credible,Rhyolite	Andesite / Basaltic Andesite	Dacite,Trachyandesite / Basaltic Trachyandesite	Basalt / Picro-Basalt,93158
265070,Serua,Stratovolcano,1921,Indonesia,Banda Sea,Eruption Observed,Andesite / Basaltic Andesite,,58
253031,Sessagara,Pyroclastic cone(s),Unknown,Papua New Guinea,New Guinea and D'Entrecasteaux Islands,Evidence Credible,Trachyandesite / Basaltic Trachyandesite,,5210
382080,Sete Cidades,Stratovolcano,1880,Portugal,Azores,Eruption Observed,Trachyte / Trachydacite	Trachybasalt / Tephrite Basanite	Basalt / Picro-Basalt,,10365
261020,Seulawah Agam,Stratovolcano,1839,Indonesia,Sumatra,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,10555
300700,Severny,Shield,-1550,Russia,Kamchatka Peninsula,Eruption Dated,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,0
230010,Sharat Kovakab,Volcanic field,Unknown,Syria,Middle East (western),Evidence Credible,Basalt / Picro-Basalt,,176268
323010,Shasta,Stratovolcano,1250,United States,USA (California),Eruption Observed,Andesite / Basaltic Andesite	Dacite,Basalt / Picro-Basalt,35
300270,Sheveluch,Stratovolcano,2019,Russia,Kamchatka Peninsula,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,0
283121,Shiga,Shield(s),Unknown,Japan,Honshu,Evidence Uncertain,Andesite / Basaltic Andesite,,9610
285040,Shikotsu,Caldera,1979,Japan,Hokkaido,Eruption Observed,Andesite / Basaltic Andesite	Dacite	Rhyolite,,130474
285090,Shiretoko-Iozan,Stratovolcano,1936,Japan,Hokkaido,Eruption Observed,Andesite / Basaltic Andesite,,1516
290331,Shirinki,Stratovolcano,Unknown,Russia,Kuril Islands,Evidence Credible,Andesite / Basaltic Andesite,,0
311360,Shishaldin,Stratovolcano,2019,United States,Aleutian Islands,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,Dacite	Trachyte / Trachydacite	Rhyolite,0
300511,Shisheika,Lava dome,-2240,Russia,Kamchatka Peninsula,Eruption Dated,Andesite / Basaltic Andesite	Dacite,,8
300580,Shishel,Shield,Unknown,Russia,Kamchatka Peninsula,Evidence Uncertain,Basalt / Picro-Basalt,,0
261110,Sibualbuali,Stratovolcano,Unknown,Indonesia,Sumatra,Evidence Uncertain,Dacite	Rhyolite	Andesite / Basaltic Andesite,Basalt / Picro-Basalt,10838
222052,Silali,Shield,-5050,Kenya,Africa (eastern),Eruption Dated,Trachyte / Trachydacite	Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,784
320160,Silverthrone,Caldera,Unknown,Canada,Canada,Evidence Credible,Andesite / Basaltic Andesite	Rhyolite	Dacite,,7
255050,Simbo,Stratovolcano(es),1910,Solomon Islands,Bougainville and Solomon Islands,Eruption Dated,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,240
261080,Sinabung,Stratovolcano,2019,Indonesia,Sumatra,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,13801
290290,Sinarka,Stratovolcano,1878,Russia,Kuril Islands,Eruption Observed,Andesite / Basaltic Andesite,,3
261070,Singkut,Caldera(s),1881,Indonesia,Sumatra,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,21448
275100,Singu Plateau,Fissure vent(s),Unknown,Burma (Myanmar),Southeast Asia,Evidence Credible,Trachyandesite / Basaltic Trachyandesite,,90526
343002,"Singuil, Cerro",Pyroclastic cone(s),Unknown,El Salvador,El Salvador and Honduras,Evidence Credible,Basalt / Picro-Basalt,,156926
390025,Siple,Shield,Unknown,Antarctica,Antarctica and South Sandwich Islands,Evidence Uncertain,Basalt / Picro-Basalt,,0
264270,Sirung,Complex,2015,Indonesia,Lesser Sunda Islands,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,19334
263180,Slamet,Stratovolcano,2014,Indonesia,Java,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,Dacite,13401
374801,Snaefell,Stratovolcano,Unknown,Iceland,Iceland (southeastern),Uncertain Evidence,,,0
370010,Snaefellsjokull,Stratovolcano,200,Iceland,Iceland (western),Eruption Dated,,,129
300690,Snegovoy,Shield,Unknown,Russia,Kamchatka Peninsula,Evidence Uncertain,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,0
300660,Snezhniy,Shield,Unknown,Russia,Kamchatka Peninsula,Evidence Uncertain,Basalt / Picro-Basalt,,0
312200,Snowy Mountain,Stratovolcano(es),1710,United States,Alaska Peninsula,Eruption Dated,Andesite / Basaltic Andesite	Dacite,,0
352001,Soche,Stratovolcano,-6650,Ecuador,Ecuador,Eruption Dated,Dacite	Andesite / Basaltic Andesite,,1460
355109,Socompa,Stratovolcano,-5250,Chile-Argentina,"Northern Chile, Bolivia and Argentina",Eruption Dated,Dacite	Andesite / Basaltic Andesite,,113
341021,Socorro,Shield,1994,Mexico,Mexico,Eruption Observed,Trachyte / Trachydacite	Rhyolite	Trachybasalt / Tephrite Basanite,,0
326010,Soda Lakes,Maar(s),Unknown,United States,USA (Nevada),Evidence Credible,Basalt / Picro-Basalt,,11149
221222,Sodore,Pyroclastic cone(s),Unknown,Ethiopia,Africa (northeastern) and Red Sea,Evidence Credible,Basalt / Picro-Basalt,,432998
284091,Sofugan,Stratovolcano,Unknown,Japan,"Izu, Volcano, and Mariana Islands",Evidence Uncertain,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,0
357111,Sollipulli,Caldera,1240,Chile,Central Chile and Argentina,Eruption Dated,Andesite / Basaltic Andesite	Dacite	Basalt / Picro-Basalt,,2971
355131,"Solo, El",Stratovolcano,Unknown,Chile-Argentina,"Northern Chile, Bolivia and Argentina",Evidence Credible,Dacite,,0
266030,Soputan,Stratovolcano,2018,Indonesia,Sulawesi,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,69991
261120,Sorikmarapi,Stratovolcano,1986,Indonesia,Sumatra,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,1469
221103,Sork Ale,Stratovolcano,Unknown,Ethiopia-Eritrea,Africa (northeastern) and Red Sea,Evidence Uncertain,Basalt / Picro-Basalt	Trachyte / Trachydacite,,632
351061,Sotara,Stratovolcano,Unknown,Colombia,Colombia,Evidence Credible,Andesite / Basaltic Andesite	Dacite,,5553
360060,Soufriere Guadeloupe,Stratovolcano,1977,France,West Indies,Eruption Observed,Andesite / Basaltic Andesite	Dacite,Basalt / Picro-Basalt	Rhyolite,71345
360050,Soufriere Hills,Stratovolcano,2013,United Kingdom,West Indies,Eruption Observed,Andesite / Basaltic Andesite	Dacite	Basalt / Picro-Basalt,,9401
360150,Soufriere St. Vincent,Stratovolcano,1979,Saint Vincent and the Grenadines,West Indies,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,15327
222020,South Island,Stratovolcano,1888,Kenya,Africa (eastern),Eruption Observed,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite	Phono-tephrite /  Tephri-phonolite,,0
284193,South Sarigan Seamount,Submarine,2010,United States,"Izu, Volcano, and Mariana Islands",Eruption Observed,No Data (checked),,0
334100,Southern EPR at 8°S,Submarine,1969,Undersea Features,Pacific Ocean (eastern),Eruption Observed,Basalt / Picro-Basalt,,0
334140,Southern EPR-Segment I,Submarine,1915,Undersea Features,Pacific Ocean (eastern),Eruption Dated,Basalt / Picro-Basalt,,0
334130,Southern EPR-Segment J,Submarine,1890,Undersea Features,Pacific Ocean (eastern),Eruption Dated,Basalt / Picro-Basalt,,0
334120,Southern EPR-Segment K,Submarine,1990,Undersea Features,Pacific Ocean (eastern),Eruption Observed,Basalt / Picro-Basalt,,0
390070,Southern Thule,Stratovolcano(es),1975,United Kingdom,Antarctica and South Sandwich Islands,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt	Dacite,,0
320070,Spectrum Range,Shield,Unknown,Canada,Canada,Evidence Credible,Rhyolite	Trachyte / Trachydacite	Trachybasalt / Tephrite Basanite,,0
300671,Spokoiny,Stratovolcano,-3450,Russia,Kamchatka Peninsula,Eruption Dated,Dacite	Rhyolite,,0
313040,Spurr,Stratovolcano,1992,United States,Alaska (southwestern),Eruption Observed,Andesite / Basaltic Andesite,Dacite	Basalt / Picro-Basalt	Rhyolite,0
290211,Srednii,Submarine,Unknown,Russia,Kuril Islands,Evidence Credible,No Data (checked),,0
250010,St. Andrew Strait,Complex,1957,Papua New Guinea,Admiralty Islands,Eruption Observed,Rhyolite,,678
360170,St. Catherine,Stratovolcano,Unknown,Grenada,West Indies,Evidence Credible,Andesite / Basaltic Andesite	Trachybasalt / Tephrite Basanite	Basalt / Picro-Basalt,,41976
321050,St. Helens,Stratovolcano,2008,United States,USA (Washington),Eruption Observed,Dacite	Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,427
314040,St. Michael,Shield(s),Unknown,United States,Alaska (western),Evidence Credible,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite,,662
234002,St. Paul,Stratovolcano,1793,France,Indian Ocean (southern),Eruption Observed,Basalt / Picro-Basalt,,0
314010,St. Paul Island,Shield,-1280,United States,Alaska (western),Eruption Dated,Trachybasalt / Tephrite Basanite	Basalt / Picro-Basalt,Rhyolite,582
312220,Steller,Stratovolcano,Unknown,United States,Alaska Peninsula,Evidence Credible,Andesite / Basaltic Andesite	Dacite,,0
312051,Stepovak Bay 2,Pyroclastic cone,Unknown,United States,Alaska Peninsula,Evidence Credible,Andesite / Basaltic Andesite,,0
312052,Stepovak Bay 3,Pyroclastic cone,Unknown,United States,Alaska Peninsula,Evidence Uncertain,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,0
312053,Stepovak Bay 4,Stratovolcano,Unknown,United States,Alaska Peninsula,Evidence Credible,No Data (checked),,0
211040,Stromboli,Stratovolcano,2019,Italy,Italy,Eruption Observed,Trachyandesite / Basaltic Trachyandesite	Andesite / Basaltic Andesite	Basalt / Picro-Basalt,Trachyte / Trachydacite	Trachybasalt / Tephrite Basanite,2225
390012,Sturge Island,Stratovolcano,Unknown,Antarctica,Antarctica and South Sandwich Islands,Evidence Uncertain,Trachybasalt / Tephrite Basanite,,0
282010,Submarine Volcano NNE of Iriomotejima,Submarine,1924,Japan,Ryukyu Islands and Kyushu,Eruption Observed,Rhyolite,,0
342160,Suchitan,Stratovolcano(es),Unknown,Guatemala,Guatemala,Evidence Credible,Andesite / Basaltic Andesite	Basalt / Picro-Basalt	Dacite,,49376
352040,Sumaco,Stratovolcano,1895,Ecuador,Ecuador,Evidence Uncertain,Trachybasalt / Tephrite Basanite	Phono-tephrite /  Tephri-phonolite,,324
261180,Sumbing,Stratovolcano,1921,Indonesia,Sumatra,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,304
263220,Sumbing,Stratovolcano,1730,Indonesia,Java,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt	Dacite,,310361
284080,Sumisujima,Submarine,1916,Japan,"Izu, Volcano, and Mariana Islands",Eruption Observed,Dacite	Basalt / Picro-Basalt	Rhyolite,Andesite / Basaltic Andesite,0
263210,Sundoro,Stratovolcano,1971,Indonesia,Java,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,496751
261270,Suoh,Caldera(s),1933,Indonesia,Sumatra,Eruption Observed,No Data (checked),,2048
284142,Supply Reef,Submarine,1989,United States,"Izu, Volcano, and Mariana Islands",Eruption Dated,Andesite / Basaltic Andesite,,0
257010,Suretamatai,Complex,1966,Vanuatu,Vanuatu,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt	Dacite,,3509
222110,Suswa,Shield,Unknown,Kenya,Africa (eastern),Evidence Credible,Phonolite	Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite,4041
282030,Suwanosejima,Stratovolcano(es),2019,Japan,Ryukyu Islands and Kyushu,Eruption Observed,Andesite / Basaltic Andesite,,107
273070,Taal,Caldera,1977,Philippines,Luzon,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt	Dacite,Rhyolite,717090
355011,Taapaca,Complex,-320,Chile,"Northern Chile, Bolivia and Argentina",Eruption Dated,Dacite	Andesite / Basaltic Andesite,,87
343072,Taburete,Stratovolcano,Unknown,El Salvador,El Salvador and Honduras,Evidence Uncertain,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,71829
341130,Tacana,Stratovolcano,1986,Mexico-Guatemala,Mexico,Eruption Observed,Andesite / Basaltic Andesite	Trachyandesite / Basaltic Trachyandesite,Dacite	Basalt / Picro-Basalt,20932
243101,Tafahi,Stratovolcano,Unknown,Tonga,Tonga Islands,Evidence Uncertain,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,37
232050,Taftan,Stratovolcano,Unknown,Iran,Middle East (eastern),Evidence Credible,Andesite / Basaltic Andesite,,132
243120,Tafu-Maka,Submarine,2008,Tonga,Tonga Islands,Eruption Observed,Basalt / Picro-Basalt,,0
225004,Tahalra Volcanic Field,Pyroclastic cone(s),Unknown,Algeria,Africa (northern),Evidence Credible,Trachybasalt / Tephrite Basanite	Foidite,Trachyandesite / Basaltic Trachyandesite	Trachyte / Trachydacite	Rhyolite,0
342141,Tahual,Stratovolcano,Unknown,Guatemala,Guatemala,Evidence Credible,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,49010
221010,"Tair, Jebel at",Stratovolcano,2008,Yemen,Africa (northeastern) and Red Sea,Eruption Observed,Trachybasalt / Tephrite Basanite	Basalt / Picro-Basalt,,0
285060,Taisetsuzan,Stratovolcano(es),1739,Japan,Hokkaido,Eruption Dated,Andesite / Basaltic Andesite	Dacite,,119
342020,Tajumulco,Stratovolcano,Unknown,Guatemala,Guatemala,Evidence Credible,Dacite	Andesite / Basaltic Andesite,,71560
283143,Takaharayama,Stratovolcano,-4570,Japan,Honshu,Eruption Dated,Andesite / Basaltic Andesite	Basalt / Picro-Basalt	Dacite,,4572
390027,Takahe,Shield,-5550,Antarctica,Antarctica and South Sandwich Islands,Eruption Dated,Trachyte / Trachydacite	Trachybasalt / Tephrite Basanite,,0
311090,Takawangha,Stratovolcano,1550,United States,Aleutian Islands,Eruption Dated,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,Dacite,0
255021,Takuan Group,Compound,Unknown,Papua New Guinea,Bougainville and Solomon Islands,Evidence Credible,Andesite / Basaltic Andesite	Dacite,,1177
261130,Talakmau,Complex,Unknown,Indonesia,Sumatra,Evidence Credible,Andesite / Basaltic Andesite	Dacite,,3261
261160,Talang,Stratovolcano,2007,Indonesia,Sumatra,Eruption Observed,Andesite / Basaltic Andesite,,18512
355021,Tambo Quemado,Pyroclastic shield,Unknown,Bolivia,"Northern Chile, Bolivia and Argentina",Evidence Credible,Rhyolite,,541
264040,Tambora,Stratovolcano,1967,Indonesia,Lesser Sunda Islands,Eruption Observed,Trachybasalt / Tephrite Basanite	Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,11331
263131,Tampomas,Stratovolcano,Unknown,Indonesia,Java,Evidence Credible,Andesite / Basaltic Andesite,,194503
311241,Tana,Stratovolcano(es),Unknown,United States,Aleutian Islands,Evidence Credible,Rhyolite,,0
311080,Tanaga,Stratovolcano(es),1914,United States,Aleutian Islands,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,Dacite,0
261150,Tandikat-Singgalang,Stratovolcano(es),1924,Indonesia,Sumatra,Eruption Observed,Andesite / Basaltic Andesite,Dacite,38799
266130,Tangkoko-Duasudara,Stratovolcano,1880,Indonesia,Sulawesi,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt	Dacite,,57792
263090,Tangkuban Parahu,Stratovolcano,2019,Indonesia,Java,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,518822
290310,Tao-Rusyr Caldera,Stratovolcano,1952,Russia,Kuril Islands,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,73
264260,"Tara, Batu",Stratovolcano,2015,Indonesia,Lesser Sunda Islands,Eruption Observed,Trachybasalt / Tephrite Basanite	Trachyandesite / Basaltic Trachyandesite,,207
268001,Tarakan,Pyroclastic cone(s),Unknown,Indonesia,Halmahera,Evidence Credible,Basalt / Picro-Basalt,,23570
241030,Taranaki,Stratovolcano,1800,New Zealand,New Zealand,Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,230
303010,Taryatu-Chulutu,Volcanic field,-2980,Mongolia,Mongolia,Eruption Dated,Trachybasalt / Tephrite Basanite	Phono-tephrite /  Tephri-phonolite	Basalt / Picro-Basalt,,5602
221106,Tat Ali,Shield,Unknown,Ethiopia,Africa (northeastern) and Red Sea,Evidence Credible,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite	Trachyandesite / Basaltic Trachyandesite,,44
355032,Tata Sabaya,Stratovolcano,Unknown,Bolivia,"Northern Chile, Bolivia and Argentina",Evidence Credible,Andesite / Basaltic Andesite,,519
281032,Tatun Volcanic Group,Lava dome(s),648,Taiwan,Taiwan,Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,5084149
244001,Ta'u,Shield,Unknown,United States,Samoan and Wallis Islands,Evidence Credible,Basalt / Picro-Basalt	Trachybasalt / Tephrite Basanite,,1154
300160,Taunshits,Stratovolcano,-550,Russia,Kamchatka Peninsula,Eruption Dated,Andesite / Basaltic Andesite,,0
241070,Taupo,Caldera,260,New Zealand,New Zealand,Eruption Dated,Rhyolite,Dacite	Basalt / Picro-Basalt,21456
245010,Taveuni,Shield,1550,Fiji,Fiji Islands,Eruption Dated,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite	Trachyandesite / Basaltic Trachyandesite,3220
252150,Tavui,Caldera,-4946,Papua New Guinea,New Britain,Eruption Dated,Rhyolite,Basalt / Picro-Basalt,30373
333010,Teahitia,Submarine,1985,France,Pacific Ocean (central),Eruption Dated,Trachybasalt / Tephrite Basanite	Basalt / Picro-Basalt,,0
343080,Tecapa,Stratovolcano,Unknown,El Salvador,El Salvador and Honduras,Evidence Credible,Andesite / Basaltic Andesite	Basalt / Picro-Basalt	Dacite,,80502
342120,Tecuamburro,Stratovolcano,-960,Guatemala,Guatemala,Eruption Dated,Andesite / Basaltic Andesite,Dacite,29560
344040,Telica,Stratovolcano(es),2018,Nicaragua,Nicaragua,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,21990
263231,Telomoyo,Stratovolcano,Unknown,Indonesia,Java,Evidence Credible,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,166844
261050,"Telong, Bur ni",Stratovolcano,1937,Indonesia,Sumatra,Eruption Observed,Andesite / Basaltic Andesite,,25733
285083,Tenchozan,Crater rows,Unknown,Japan,Hokkaido,Eruption Dated,,,0
213030,Tenduruk Dagi,Shield,1855,Turkey,Turkey,Eruption Observed,Basalt / Picro-Basalt	Trachyte / Trachydacite	Trachyandesite / Basaltic Trachyandesite,,5060
383030,Tenerife,Stratovolcano,1909,Spain,Canary Islands,Eruption Observed,Phonolite	Trachybasalt / Tephrite Basanite	Phono-tephrite /  Tephri-phonolite,,156
275110,Tengchong,Pyroclastic cone(s),-5750,China,Southeast Asia,Eruption Dated,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,Dacite,153375
263310,Tengger Caldera,Stratovolcano(es),2019,Indonesia,Java,Eruption Observed,Trachyandesite / Basaltic Trachyandesite	Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,69451
345031,Tenorio,Stratovolcano(es),Unknown,Costa Rica,Costa Rica,Evidence Credible,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,11670
265050,Teon,Stratovolcano,1904,Indonesia,Banda Sea,Eruption Observed,Andesite / Basaltic Andesite,,102
382050,Terceira,Stratovolcano(es),2000,Portugal,Azores,Eruption Observed,Basalt / Picro-Basalt	Trachyte / Trachydacite	Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite	Rhyolite,12299
300512,Terpuk,Shield,-800,Russia,Kamchatka Peninsula,Eruption Dated,Basalt / Picro-Basalt,,2
373090,Theistareykir,Shield,-900,Iceland,Iceland (northeastern),Eruption Dated,Basalt / Picro-Basalt,,36
373012,Thordarhyrna,Stratovolcano,1904,Iceland,Iceland (southern),Confirmed Eruption,,,0
322070,Three Sisters,Complex,440,United States,USA (Oregon),Eruption Dated,Andesite / Basaltic Andesite	Basalt / Picro-Basalt	Dacite,Rhyolite,0
354031,Ticsani,Lava dome(s),1800,Peru,Peru,Eruption Dated,Dacite	Rhyolite,,977
268061,Tidore,Stratovolcano,Unknown,Indonesia,Halmahera,Evidence Credible,Andesite / Basaltic Andesite,,74120
268071,Tigalalu,Stratovolcano,Unknown,Indonesia,Halmahera,Evidence Credible,Andesite / Basaltic Andesite,,2350
343082,"Tigre, El",Stratovolcano,Unknown,El Salvador,El Salvador and Honduras,Evidence Credible,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,112718
343130,"Tigre, Isla el",Stratovolcano,Unknown,Honduras,El Salvador and Honduras,Evidence Credible,Basalt / Picro-Basalt,,9983
355105,Tilocalar,Lava cone(es),Unknown,Chile,"Northern Chile, Bolivia and Argentina",Evidence Uncertain,Andesite / Basaltic Andesite,,9
225002,Tin Zaouatene Volcanic Field,Volcanic field,Unknown,Mali,Africa (northern),Evidence Credible,Trachybasalt / Tephrite Basanite,,96
256010,Tinakula,Stratovolcano,2019,Solomon Islands,Santa Cruz Islands,Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt	Dacite,19
372040,Tindfjallajokull,Stratovolcano,Unknown,Iceland,Iceland (southern),Evidence Uncertain,Basalt / Picro-Basalt	Trachyandesite / Basaltic Trachyandesite	Rhyolite,,0
357030,Tinguiririca,Stratovolcano,1917,Chile,Central Chile and Argentina,Eruption Observed,Andesite / Basaltic Andesite	Dacite	Basalt / Picro-Basalt,,47
355220,Tipas,Complex,Unknown,Argentina,"Northern Chile, Bolivia and Argentina",Evidence Credible,No Data (checked),,4
300560,Titila,Shield(s),-550,Russia,Kamchatka Peninsula,Eruption Dated,Basalt / Picro-Basalt,,0
373100,Tjornes Fracture Zone,Submarine,1868,Iceland,Iceland (northeastern),Eruption Observed,Basalt / Picro-Basalt,,0
315060,Tlevak Strait-Suemez Is.,Volcanic field,Unknown,United States,Alaska (eastern),Evidence Credible,Basalt / Picro-Basalt,,0
261090,Toba,Caldera,Unknown,Indonesia,Sumatra,Evidence Credible,Dacite	Rhyolite	Trachyandesite / Basaltic Trachyandesite,,125908
268020,Tobaru,Stratovolcano,Unknown,Indonesia,Halmahera,Evidence Credible,Andesite / Basaltic Andesite,,5963
268050,Todoko-Ranu,Caldera(s),Unknown,Indonesia,Halmahera,Evidence Credible,Andesite / Basaltic Andesite,,10748
225001,Todra Volcanic Field,Pyroclastic cone(s),Unknown,Niger,Africa (northern),Evidence Credible,Basalt / Picro-Basalt	Trachyte / Trachydacite	Phonolite,,362
243060,Tofua,Caldera,2014,Tonga,Tonga Islands,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,1556
225009,"Toh, Tarso",Volcanic field,Unknown,Chad,Africa (northern),Evidence Credible,Basalt / Picro-Basalt,,0
285050,Tokachidake,Stratovolcano(es),2004,Japan,Hokkaido,Eruption Observed,Andesite / Basaltic Andesite	Basalt / Picro-Basalt	Dacite,,227
300240,Tolbachik,Shield,2013,Russia,Kamchatka Peninsula,Eruption Observed,Basalt / Picro-Basalt	Andesite / Basaltic Andesite,,0
357093,Tolhuaca,Stratovolcano,-4000,Chile,Central Chile and Argentina,Evidence Credible,Andesite / Basaltic Andesite	Basalt / Picro-Basalt,,494
351030,"Tolima, Nevado del",Stratovolcano,1943,Colombia,Colombia,Eruption Observed,Andesite / Basaltic Andesite	Dacite,,6563
342070,Toliman,Stratovolcano(es),Unknown,Guatemala,Guatemala,Evidence Credible,Andesite / Basaltic Andesite,,67361
300082,Tolmachev Dol,Pyroclastic cone(s),300,Russia,Kamchatka Peninsula,Eruption Dated,Basalt / Picro-Basalt	Rhyolite,,2
341070,"Toluca, Nevado de",Stratovolcano,-1350,Mexico,Mexico,Eruption Dated,Andesite / Basaltic Andesite	Dacite,Trachyte / Trachydacite	Trachyandesite / Basaltic Trachyandesite,1240
290010,Tomariyama [Golovnin],Caldera,1848,Japan - administered by Russia,Kuril Islands,Eruption Observed,Andesite / Basaltic Andesite	Dacite	Basalt / Picro-Basalt,,1796
